,salary
66402,53653
66403,85161
66404,60066
66405,73628
66406,59114
66407,64146
66408,78440
66409,73449
66410,84240
66411,90708
66412,67914
66413,113065
66414,59109
66415,53460
66416,90055
66417,72483
66418,74681
66419,59884
66420,78026
66421,79751
66422,50069
66423,65165
66424,62174
66425,57808
66426,48738
66427,60797
66428,80212
66429,49521
66430,84077
66431,69869
66432,52833
66433,59568
66434,67516
66435,61441
66436,68225
66437,66294
66438,49559
66439,73540
66440,90478
66441,77404
66442,72485
66443,86618
66444,93219
66445,61441
66446,48222
66447,107552
66448,52820
66449,72255
66450,63706
66451,70049
66452,48095
66453,77170
66454,81398
66455,102887
66456,59039
66457,50573
66458,63269
66459,41044
66460,65699
66461,107147
66462,66276
66463,96970
66464,92908
66465,106729
66466,92254
66467,94589
66468,55882
66469,52279
66470,66543
66471,98664
66472,56925
66473,108833
66474,112274
66475,62880
66476,94194
66477,57006
66478,56513
66479,68227
66480,69563
66481,68815
66482,70360
66483,83472
66484,48100
66485,61897
66486,68252
66487,60754
66488,128511
66489,56160
66490,54221
66491,49902
66492,64634
66493,48415
66494,71607
66495,108579
66496,120076
66497,74952
66498,104835
66499,47633
66500,53361
66501,62551
66502,55695
66503,64610
66504,60951
66505,76439
66506,85186
66507,66665
66508,93305
66509,72667
66510,96716
66511,90439
66512,78499
66513,67827
66514,91310
66515,56922
66516,78433
66517,81727
66518,74531
66519,59728
66520,63679
66521,56014
66522,63369
66523,105593
66524,70312
66525,79344
66526,83997
66527,88920
66528,64166
66529,89645
66530,96611
66531,114533
66532,73939
66533,70085
66534,64871
66535,66184
66536,80832
66537,69044
66538,74920
66539,94010
66540,55410
66541,41511
66542,61001
66543,105917
66544,80177
66545,60908
66546,80800
66547,54404
66548,77161
66549,48266
66550,84865
66551,64938
66552,66719
66553,60387
66554,64284
66555,76635
66556,54559
66557,74054
66558,45643
66559,81537
66560,47327
66561,100207
66562,90183
66563,78665
66564,79847
66565,59048
66566,95105
66567,79552
66568,96152
66569,73142
66570,72130
66571,98103
66572,79173
66573,72348
66574,55473
66575,76674
66576,74103
66577,56569
66578,54014
66579,61152
66580,59479
66581,102170
66582,46220
66583,92656
66584,94932
66585,77798
66586,81834
66587,79299
66588,51434
66589,81014
66590,105663
66591,71669
66592,55961
66593,49503
66594,81597
66595,89261
66596,59788
66597,80617
66598,44814
66599,76184
66600,56766
66601,57468
66602,83570
66603,51646
66604,100006
66605,73663
66606,83816
66607,54346
66608,90066
66609,54770
66610,60541
66611,50006
66612,104452
66613,82439
66614,64360
66615,79123
66616,83084
66617,76339
66618,42648
66619,66078
66620,51258
66621,69230
66622,72456
66623,51041
66624,69867
66625,68796
66626,83435
66627,66563
66628,50705
66629,96681
66630,99659
66631,68270
66632,76363
66633,80513
66634,83336
66635,63224
66636,68883
66637,52646
66638,73750
66639,67708
66640,47620
66641,75496
66642,67715
66643,83099
66644,60670
66645,72480
66646,97423
66647,41211
66648,89701
66649,64443
66650,42827
66651,104456
66652,74217
66653,80637
66654,63936
66655,47027
66656,47582
66657,87588
66658,68617
66659,87991
66660,74802
66661,98357
66662,84210
66663,52336
66664,104458
66665,60000
66666,48579
66667,76094
66668,63603
66669,109013
66670,64369
66671,71736
66672,82266
66673,75091
66674,72570
66675,80706
66676,50615
66677,61425
66678,115096
66679,94865
66680,83340
66681,82785
66682,81290
66683,58363
66684,51588
66685,64860
66686,49927
66687,85035
66688,123024
66689,70951
66690,89992
66691,70888
66692,51325
66693,54800
66694,100167
66695,56961
66696,79304
66697,54762
66698,96648
66699,105093
66700,61260
66701,56122
66702,85585
66703,69477
66704,112943
66705,79064
66706,70879
66707,59018
66708,97904
66709,64355
66710,113828
66711,66122
66712,91718
66713,62642
66714,66141
66715,52633
66716,48396
66717,62680
66718,78308
66719,77740
66720,95989
66721,89799
66722,99434
66723,49444
66724,73785
66725,73558
66726,74270
66727,48842
66728,73915
66729,62791
66730,48522
66731,68823
66732,41427
66733,106268
66734,52593
66735,66888
66736,51478
66737,52917
66738,65774
66739,50900
66740,58140
66741,71111
66742,60297
66743,43371
66744,54134
66745,89141
66746,80816
66747,58110
66748,50549
66749,63596
66750,49611
66751,49503
66752,61084
66753,106870
66754,55420
66755,53006
66756,100396
66757,65055
66758,49933
66759,85196
66760,55778
66761,55089
66762,86891
66763,96909
66764,73815
66765,61067
66766,100660
66767,66678
66768,68607
66769,60407
66770,84375
66771,68080
66772,75916
66773,83403
66774,70697
66775,80204
66776,80274
66777,72693
66778,60827
66779,77801
66780,95727
66781,83356
66782,89858
66783,65757
66784,40202
66785,54618
66786,64360
66787,108343
66788,74677
66789,92198
66790,67412
66791,92872
66792,90834
66793,73838
66794,62070
66795,67859
66796,55970
66797,68143
66798,70390
66799,60758
66800,77791
66801,100307
66802,43465
66803,66382
66804,93682
66805,51361
66806,67242
66807,76211
66808,112292
66809,94316
66810,80172
66811,81856
66812,97224
66813,46785
66814,61376
66815,59716
66816,67294
66817,41664
66818,74322
66819,53684
66820,107949
66821,80006
66822,70944
66823,60053
66824,69774
66825,66101
66826,117790
66827,47067
66828,103898
66829,41464
66830,95233
66831,74286
66832,70262
66833,87698
66834,56248
66835,105737
66836,80216
66837,54448
66838,105339
66839,58668
66840,73259
66841,95670
66842,96876
66843,85729
66844,64897
66845,69745
66846,63866
66847,47304
66848,79642
66849,52464
66850,65411
66851,100819
66852,87859
66853,59949
66854,56054
66855,91279
66856,87735
66857,67920
66858,68313
66859,51516
66860,72764
66861,77373
66862,67920
66863,53790
66864,53917
66865,55268
66866,84790
66867,48357
66868,54028
66869,93467
66870,58406
66871,64035
66872,73745
66873,49588
66874,137436
66875,79512
66876,103564
66877,89348
66878,79619
66879,50346
66880,66880
66881,72699
66882,69211
66883,66545
66884,65262
66885,55188
66886,55303
66887,79060
66888,100572
66889,63868
66890,124889
66891,79045
66892,85011
66893,48156
66894,73941
66895,51029
66896,90652
66897,50951
66898,80081
66899,64144
66900,78006
66901,77245
66902,59476
66903,73386
66904,95530
66905,65589
66906,54131
66907,90491
66908,72664
66909,88970
66910,85138
66911,77768
66912,52159
66913,69341
66914,59101
66915,74767
66916,62000
66917,81092
66918,44989
66919,67479
66920,72341
66921,68939
66922,47272
66923,58322
66924,51580
66925,44739
66926,66392
66927,54229
66928,55110
66929,84427
66930,69970
66931,76791
66932,118924
66933,57138
66934,72527
66935,62866
66936,65176
66937,63851
66938,65954
66939,71815
66940,90889
66941,67230
66942,84403
66943,57413
66944,62986
66945,84325
66946,60059
66947,56272
66948,77776
66949,73776
66950,67807
66951,64702
66952,43494
66953,79172
66954,85456
66955,61925
66956,66612
66957,45199
66958,88235
66959,84964
66960,64482
66961,51128
66962,62720
66963,56493
66964,97864
66965,71969
66966,81347
66967,56707
66968,54300
66969,63365
66970,82793
66971,56276
66972,100258
66973,66787
66974,55798
66975,102399
66976,57082
66977,80381
66978,73801
66979,81634
66980,82333
66981,46058
66982,44978
66983,100142
66984,47358
66985,103322
66986,107693
66987,55082
66988,98468
66989,44014
66990,44061
66991,80656
66992,47076
66993,95583
66994,87113
66995,90207
66996,63537
66997,63466
66998,67759
66999,71104
67000,57995
67001,47851
67002,72694
67003,75296
67004,70534
67005,109225
67006,51243
67007,60678
67008,49551
67009,97531
67010,87609
67011,49698
67012,85880
67013,54089
67014,78113
67015,123933
67016,81267
67017,57487
67018,81298
67019,74280
67020,48664
67021,53618
67022,112507
67023,62386
67024,58591
67025,62403
67026,66073
67027,93851
67028,53218
67029,46778
67030,76021
67031,87383
67032,67157
67033,55878
67034,69087
67035,93500
67036,61849
67037,77957
67038,86865
67039,85688
67040,116474
67041,56472
67042,48039
67043,123003
67044,60356
67045,78295
67046,65694
67047,52970
67048,56687
67049,49709
67050,73105
67051,97118
67052,84184
67053,57743
67054,62509
67055,107117
67056,118743
67057,56169
67058,54007
67059,52109
67060,58644
67061,52218
67062,88533
67063,70676
67064,63382
67065,43778
67066,73518
67067,76622
67068,64933
67069,59158
67070,61074
67071,59835
67072,62015
67073,93429
67074,65378
67075,103285
67076,89424
67077,88015
67078,94822
67079,89031
67080,78998
67081,58782
67082,73962
67083,72898
67084,78679
67085,65290
67086,83405
67087,56308
67088,69633
67089,52513
67090,84447
67091,72332
67092,116301
67093,78165
67094,95709
67095,87305
67096,48924
67097,47562
67098,68227
67099,67348
67100,79125
67101,68927
67102,83005
67103,53507
67104,48863
67105,45203
67106,52835
67107,61425
67108,70337
67109,66003
67110,56999
67111,64666
67112,80778
67113,74203
67114,53054
67115,77562
67116,64235
67117,47688
67118,66413
67119,62567
67120,94226
67121,90344
67122,80370
67123,60525
67124,62634
67125,69124
67126,64835
67127,41691
67128,76491
67129,62698
67130,72051
67131,73678
67132,75917
67133,48670
67134,75404
67135,95343
67136,77954
67137,77891
67138,94050
67139,66671
67140,52002
67141,64490
67142,81316
67143,75861
67144,52104
67145,73779
67146,45614
67147,60726
67148,56830
67149,53032
67150,90983
67151,77478
67152,67041
67153,68063
67154,46555
67155,110383
67156,65335
67157,70742
67158,59015
67159,66879
67160,64755
67161,71701
67162,59905
67163,77313
67164,58552
67165,54324
67166,48402
67167,103744
67168,65509
67169,117789
67170,53015
67171,72785
67172,87359
67173,69479
67174,76248
67175,98987
67176,74430
67177,53908
67178,47873
67179,93091
67180,51965
67181,60521
67182,82519
67183,67282
67184,91669
67185,65224
67186,52911
67187,75065
67188,69172
67189,65111
67190,87269
67191,66138
67192,49704
67193,55942
67194,77486
67195,88443
67196,92902
67197,44089
67198,52942
67199,65932
67200,45410
67201,77351
67202,60573
67203,44609
67204,80840
67205,76795
67206,113476
67207,57879
67208,97199
67209,59326
67210,64725
67211,67142
67212,89754
67213,52178
67214,90328
67215,60559
67216,79601
67217,126103
67218,60644
67219,81430
67220,95257
67221,75506
67222,54195
67223,76641
67224,68845
67225,60966
67226,98319
67227,60159
67228,53852
67229,58740
67230,80601
67231,87961
67232,105391
67233,107335
67234,56739
67235,48576
67236,67149
67237,71948
67238,50664
67239,53359
67240,63417
67241,71563
67242,110725
67243,75455
67244,80109
67245,49554
67246,77021
67247,73602
67248,119009
67249,101037
67250,100962
67251,64123
67252,66711
67253,59530
67254,53130
67255,63840
67256,71580
67257,65101
67258,104791
67259,48158
67260,71684
67261,68697
67262,62386
67263,57286
67264,69700
67265,59361
67266,61679
67267,76123
67268,59935
67269,67301
67270,77864
67271,86327
67272,62127
67273,90539
67274,66328
67275,68499
67276,77775
67277,87445
67278,64517
67279,42555
67280,64197
67281,49123
67282,109716
67283,74789
67284,47773
67285,64170
67286,58164
67287,81965
67288,55900
67289,111269
67290,95362
67291,88246
67292,101533
67293,46097
67294,66893
67295,64274
67296,88931
67297,118280
67298,68177
67299,71647
67300,93821
67301,60182
67302,86271
67303,70132
67304,85615
67305,46656
67306,108171
67307,52634
67308,76959
67309,98129
67310,51754
67311,60840
67312,94093
67313,51622
67314,68148
67315,87069
67316,121891
67317,110966
67318,62774
67319,60834
67320,79720
67321,84645
67322,55976
67323,49708
67324,70567
67325,53437
67326,80044
67327,66552
67328,64597
67329,57662
67330,48472
67331,58426
67332,88836
67333,62320
67334,66484
67335,70196
67336,66869
67337,103129
67338,71108
67339,85561
67340,103158
67341,44775
67342,63824
67343,74503
67344,45020
67345,53479
67346,64813
67347,49348
67348,70604
67349,61986
67350,52857
67351,58928
67352,88123
67353,61777
67354,75730
67355,97363
67356,46817
67357,65937
67358,78013
67359,78408
67360,46208
67361,79260
67362,96657
67363,70080
67364,60875
67365,45657
67366,68368
67367,44249
67368,98337
67369,53717
67370,51781
67371,58012
67372,61407
67373,64933
67374,62230
67375,92055
67376,119452
67377,72951
67378,81555
67379,100278
67380,41936
67381,66226
67382,97049
67383,90423
67384,74009
67385,104492
67386,47734
67387,56046
67388,93798
67389,59254
67390,67985
67391,88491
67392,118219
67393,95912
67394,89338
67395,67751
67396,93750
67397,51053
67398,73226
67399,57729
67400,89426
67401,60422
67402,58076
67403,84306
67404,47607
67405,47964
67406,82550
67407,73733
67408,106227
67409,71906
67410,62957
67411,111881
67412,80400
67413,66203
67414,90324
67415,49323
67416,51435
67417,55671
67418,62843
67419,117034
67420,70981
67421,62621
67422,64091
67423,53032
67424,73129
67425,57532
67426,53200
67427,75444
67428,65631
67429,53076
67430,72412
67431,63839
67432,79956
67433,55651
67434,81675
67435,50870
67436,80715
67437,96221
67438,82841
67439,74681
67440,84768
67441,74164
67442,56543
67443,75263
67444,81975
67445,70512
67446,45763
67447,71961
67448,59861
67449,77768
67450,40880
67451,55233
67452,112231
67453,90069
67454,87758
67455,60042
67456,76315
67457,63523
67458,88263
67459,77723
67460,76813
67461,80365
67462,84571
67463,46569
67464,44929
67465,86013
67466,63111
67467,48082
67468,89191
67469,64996
67470,77735
67471,89281
67472,88035
67473,66062
67474,76800
67475,59010
67476,42809
67477,69348
67478,90001
67479,48524
67480,82897
67481,62550
67482,87647
67483,63089
67484,98132
67485,115434
67486,82607
67487,91566
67488,88955
67489,75720
67490,61946
67491,62970
67492,92945
67493,90981
67494,104793
67495,80288
67496,61575
67497,46480
67498,50147
67499,51285
67500,109981
67501,65703
67502,64842
67503,68375
67504,101594
67505,69456
67506,79064
67507,80505
67508,85812
67509,72323
67510,75691
67511,85028
67512,71058
67513,66620
67514,97417
67515,66299
67516,93016
67517,71779
67518,61122
67519,63047
67520,60627
67521,76980
67522,93409
67523,82943
67524,67250
67525,79812
67526,103576
67527,52288
67528,95649
67529,89429
67530,83014
67531,98638
67532,71218
67533,117539
67534,87996
67535,77885
67536,65951
67537,97173
67538,75503
67539,79103
67540,75312
67541,86191
67542,86073
67543,71864
67544,46687
67545,94521
67546,82657
67547,45738
67548,69810
67549,103800
67550,47544
67551,59823
67552,92072
67553,58353
67554,73791
67555,74336
67556,65044
67557,79436
67558,51488
67559,67536
67560,80025
67561,52770
67562,46575
67563,78252
67564,57822
67565,68780
67566,115267
67567,68095
67568,60548
67569,79557
67570,67155
67571,63441
67572,66386
67573,95822
67574,43461
67575,110100
67576,84673
67577,55298
67578,50671
67579,78906
67580,72602
67581,49052
67582,67533
67583,77915
67584,58157
67585,56188
67586,47547
67587,58992
67588,42212
67589,81100
67590,62372
67591,86468
67592,50045
67593,65959
67594,70536
67595,81748
67596,67469
67597,61162
67598,63907
67599,104488
67600,75391
67601,81082
67602,60375
67603,53601
67604,46736
67605,45520
67606,68105
67607,62318
67608,43435
67609,77375
67610,70828
67611,62625
67612,105333
67613,67798
67614,79422
67615,66571
67616,70821
67617,57520
67618,46150
67619,67273
67620,84468
67621,68861
67622,85191
67623,49470
67624,45945
67625,95390
67626,68105
67627,49442
67628,57670
67629,81080
67630,60392
67631,64513
67632,45155
67633,68766
67634,51295
67635,72897
67636,76352
67637,51516
67638,58376
67639,76582
67640,61193
67641,62520
67642,74391
67643,99057
67644,63542
67645,43633
67646,84982
67647,64582
67648,89877
67649,65866
67650,63959
67651,80811
67652,63645
67653,78291
67654,61214
67655,99452
67656,51326
67657,52546
67658,62183
67659,62133
67660,62824
67661,87412
67662,53206
67663,67835
67664,85243
67665,80750
67666,75344
67667,69978
67668,55485
67669,67264
67670,59359
67671,81675
67672,91270
67673,62268
67674,73071
67675,45804
67676,91816
67677,83761
67678,84125
67679,67565
67680,77949
67681,83579
67682,97472
67683,50081
67684,85690
67685,100845
67686,97847
67687,92183
67688,109176
67689,45017
67690,66368
67691,65725
67692,100496
67693,56300
67694,66961
67695,65363
67696,52787
67697,104370
67698,78591
67699,74900
67700,59552
67701,88640
67702,63422
67703,60934
67704,65365
67705,55830
67706,85207
67707,63676
67708,89189
67709,55845
67710,57238
67711,73278
67712,76314
67713,86729
67714,54558
67715,55070
67716,59214
67717,66881
67718,80094
67719,71284
67720,69917
67721,66106
67722,64154
67723,58152
67724,58554
67725,53847
67726,63214
67727,76578
67728,71610
67729,70148
67730,57844
67731,110836
67732,45019
67733,60993
67734,49001
67735,78768
67736,94548
67737,53910
67738,54987
67739,48329
67740,54263
67741,59865
67742,89146
67743,75020
67744,59535
67745,42977
67746,68332
67747,54267
67748,70649
67749,71944
67750,69575
67751,82205
67752,72812
67753,59319
67754,77834
67755,61207
67756,67485
67757,79079
67758,71498
67759,70326
67760,63217
67761,88653
67762,95478
67763,65723
67764,106351
67765,69675
67766,57105
67767,75895
67768,44535
67769,97326
67770,80751
67771,79930
67772,112016
67773,58122
67774,77937
67775,64016
67776,62995
67777,67941
67778,66183
67779,66699
67780,54477
67781,59143
67782,87896
67783,59461
67784,72789
67785,83631
67786,69263
67787,51089
67788,52781
67789,70255
67790,75829
67791,50113
67792,81817
67793,80652
67794,45315
67795,49024
67796,84323
67797,80357
67798,109197
67799,42848
67800,61126
67801,58251
67802,77260
67803,64597
67804,68853
67805,48061
67806,95432
67807,64142
67808,51649
67809,66110
67810,84090
67811,84672
67812,58585
67813,85183
67814,83983
67815,64212
67816,83744
67817,47302
67818,76338
67819,80936
67820,82854
67821,58195
67822,105610
67823,85868
67824,65357
67825,73580
67826,71030
67827,86279
67828,76714
67829,81557
67830,92097
67831,51204
67832,64367
67833,68714
67834,111785
67835,55283
67836,85862
67837,92597
67838,69312
67839,88981
67840,47328
67841,59762
67842,99314
67843,60040
67844,61856
67845,80860
67846,84903
67847,79790
67848,89985
67849,49738
67850,77152
67851,47812
67852,53953
67853,117083
67854,97408
67855,102588
67856,95664
67857,72557
67858,93433
67859,72114
67860,55528
67861,53607
67862,95278
67863,46949
67864,61398
67865,94610
67866,87390
67867,62911
67868,51345
67869,106309
67870,63445
67871,122842
67872,119935
67873,97550
67874,75399
67875,74583
67876,101603
67877,50749
67878,62106
67879,48520
67880,64325
67881,47551
67882,88397
67883,48096
67884,58806
67885,58165
67886,73433
67887,55877
67888,79150
67889,64813
67890,56888
67891,75945
67892,50401
67893,78217
67894,85143
67895,75342
67896,114367
67897,69964
67898,88107
67899,95798
67900,72873
67901,46385
67902,47869
67903,93044
67904,74057
67905,72968
67906,70658
67907,78534
67908,88439
67909,50948
67910,64946
67911,67658
67912,85569
67913,47712
67914,74158
67915,70944
67916,63019
67917,104638
67918,57561
67919,76858
67920,56830
67921,53480
67922,60061
67923,49315
67924,92564
67925,77830
67926,84988
67927,66939
67928,81373
67929,45696
67930,58977
67931,98083
67932,72193
67933,60419
67934,70503
67935,99163
67936,57844
67937,71932
67938,76094
67939,86326
67940,47765
67941,106494
67942,92433
67943,58630
67944,51604
67945,51828
67946,77293
67947,86577
67948,87389
67949,73201
67950,54225
67951,82623
67952,114942
67953,69046
67954,80019
67955,64108
67956,42261
67957,86546
67958,62721
67959,95170
67960,72509
67961,67753
67962,68489
67963,51261
67964,96073
67965,58982
67966,106607
67967,57917
67968,56751
67969,48720
67970,58296
67971,72854
67972,51589
67973,60650
67974,86182
67975,78754
67976,49351
67977,44932
67978,45114
67979,54290
67980,72600
67981,73133
67982,59670
67983,72766
67984,64299
67985,72532
67986,84069
67987,67869
67988,79304
67989,56826
67990,70138
67991,57188
67992,65618
67993,63996
67994,74567
67995,70056
67996,91887
67997,50092
67998,52904
67999,68865
68000,70558
68001,47500
68002,62491
68003,66577
68004,49910
68005,71439
68006,67592
68007,80682
68008,66754
68009,112172
68010,81171
68011,54015
68012,79305
68013,77057
68014,76888
68015,81369
68016,68880
68017,92929
68018,52181
68019,85379
68020,74691
68021,63741
68022,97516
68023,62910
68024,54508
68025,87534
68026,78628
68027,54803
68028,71318
68029,65037
68030,95640
68031,53135
68032,76559
68033,64107
68034,77780
68035,76093
68036,55768
68037,56819
68038,50344
68039,106321
68040,44616
68041,41829
68042,78468
68043,100238
68044,69615
68045,71926
68046,64924
68047,73753
68048,63845
68049,69339
68050,64359
68051,81111
68052,106254
68053,41261
68054,75292
68055,65445
68056,70005
68057,69097
68058,50959
68059,64036
68060,56225
68061,48262
68062,87537
68063,63486
68064,53568
68065,68482
68066,91883
68067,56505
68068,102227
68069,75344
68070,109998
68071,49475
68072,55656
68073,49785
68074,47792
68075,68599
68076,62610
68077,86918
68078,66226
68079,93730
68080,92948
68081,96221
68082,64226
68083,77586
68084,75131
68085,71037
68086,70342
68087,93415
68088,83886
68089,79335
68090,43352
68091,43710
68092,72291
68093,58956
68094,101693
68095,86120
68096,68081
68097,54124
68098,64387
68099,70236
68100,68007
68101,94963
68102,70200
68103,55380
68104,41999
68105,51583
68106,81549
68107,90848
68108,49765
68109,79931
68110,102991
68111,63547
68112,67574
68113,77172
68114,80699
68115,55958
68116,84753
68117,60129
68118,53013
68119,49359
68120,65122
68121,86394
68122,64623
68123,88064
68124,85016
68125,74531
68126,68341
68127,61417
68128,67120
68129,63126
68130,48865
68131,73561
68132,61206
68133,53421
68134,74777
68135,64253
68136,84873
68137,82476
68138,61567
68139,71803
68140,73643
68141,83951
68142,48981
68143,73642
68144,65649
68145,95809
68146,54802
68147,67087
68148,60160
68149,56712
68150,52902
68151,64512
68152,56660
68153,85527
68154,68723
68155,55300
68156,110001
68157,45098
68158,61768
68159,81021
68160,50404
68161,70060
68162,68166
68163,59516
68164,51064
68165,103800
68166,109855
68167,79432
68168,77013
68169,74190
68170,109914
68171,76998
68172,59957
68173,57719
68174,47742
68175,103117
68176,86360
68177,56022
68178,98378
68179,52809
68180,52957
68181,60460
68182,63965
68183,55600
68184,87957
68185,69094
68186,54033
68187,65758
68188,85497
68189,43497
68190,58266
68191,79800
68192,59182
68193,67115
68194,70854
68195,64437
68196,75781
68197,56637
68198,54409
68199,88829
68200,73004
68201,52313
68202,87089
68203,60058
68204,71654
68205,48555
68206,65156
68207,75614
68208,74783
68209,118849
68210,81630
68211,78124
68212,99929
68213,116268
68214,68739
68215,73087
68216,95117
68217,71548
68218,84929
68219,61748
68220,63953
68221,65837
68222,51045
68223,85585
68224,81325
68225,50479
68226,54198
68227,43892
68228,68580
68229,67138
68230,63558
68231,70139
68232,58661
68233,70666
68234,51499
68235,49244
68236,68156
68237,50477
68238,67886
68239,41820
68240,119267
68241,69851
68242,80852
68243,67993
68244,85109
68245,106086
68246,82132
68247,80651
68248,65956
68249,65202
68250,91533
68251,59014
68252,62019
68253,77621
68254,85391
68255,83452
68256,71684
68257,65853
68258,55204
68259,71460
68260,97808
68261,70727
68262,69417
68263,56729
68264,68850
68265,74211
68266,111919
68267,70400
68268,54989
68269,67228
68270,94165
68271,68948
68272,85880
68273,77484
68274,54435
68275,86994
68276,79911
68277,95554
68278,58847
68279,66587
68280,79678
68281,92379
68282,54122
68283,48003
68284,76804
68285,61502
68286,99416
68287,88379
68288,81524
68289,105443
68290,55225
68291,57786
68292,72558
68293,72578
68294,83357
68295,78256
68296,43049
68297,95052
68298,61109
68299,46588
68300,71378
68301,57753
68302,57342
68303,56849
68304,75454
68305,61027
68306,71503
68307,58396
68308,89260
68309,85195
68310,73284
68311,60237
68312,83609
68313,78371
68314,96221
68315,73164
68316,54060
68317,51064
68318,48041
68319,72955
68320,70562
68321,85582
68322,44517
68323,99514
68324,102675
68325,52711
68326,85158
68327,55399
68328,51870
68329,93085
68330,55301
68331,71578
68332,60602
68333,70047
68334,44792
68335,56616
68336,62325
68337,86119
68338,72377
68339,59736
68340,63191
68341,89838
68342,100032
68343,51018
68344,88256
68345,75766
68346,125693
68347,68841
68348,54526
68349,74352
68350,60146
68351,62191
68352,60160
68353,75091
68354,73003
68355,76472
68356,96540
68357,82734
68358,54606
68359,99012
68360,57195
68361,73639
68362,54123
68363,75919
68364,54883
68365,76606
68366,84528
68367,72793
68368,67471
68369,115198
68370,81624
68371,67647
68372,61464
68373,90684
68374,91599
68375,74660
68376,66848
68377,85997
68378,61955
68379,72393
68380,69678
68381,58623
68382,75730
68383,68001
68384,82929
68385,57176
68386,68588
68387,77056
68388,81312
68389,64747
68390,83968
68391,61404
68392,58109
68393,111687
68394,62515
68395,81649
68396,71366
68397,70157
68398,100710
68399,63604
68400,88455
68401,82142
68402,48805
68403,94168
68404,98095
68405,67131
68406,73970
68407,74312
68408,109233
68409,73933
68410,58945
68411,94983
68412,59526
68413,51054
68414,89057
68415,44082
68416,104991
68417,62227
68418,99489
68419,71155
68420,71404
68421,95282
68422,77479
68423,68419
68424,81104
68425,51285
68426,57858
68427,75000
68428,108544
68429,59002
68430,61980
68431,74301
68432,69264
68433,64597
68434,75280
68435,52601
68436,75421
68437,71517
68438,108089
68439,74387
68440,72747
68441,57493
68442,72658
68443,60859
68444,73328
68445,63128
68446,56813
68447,69086
68448,66795
68449,89577
68450,106460
68451,64171
68452,54460
68453,73700
68454,71804
68455,50114
68456,72204
68457,66131
68458,65687
68459,58635
68460,108494
68461,63927
68462,67194
68463,89000
68464,79729
68465,72163
68466,111828
68467,61312
68468,66055
68469,109570
68470,53167
68471,69872
68472,81112
68473,98974
68474,49652
68475,77655
68476,96354
68477,45646
68478,46813
68479,113507
68480,60577
68481,105703
68482,71709
68483,70851
68484,78389
68485,86241
68486,76358
68487,67342
68488,67059
68489,59761
68490,51659
68491,64622
68492,100417
68493,57424
68494,57336
68495,81959
68496,75395
68497,66303
68498,118220
68499,89597
68500,49824
68501,101138
68502,84705
68503,58344
68504,125294
68505,98199
68506,69886
68507,49559
68508,78066
68509,60080
68510,93638
68511,59868
68512,65366
68513,67143
68514,97643
68515,65009
68516,43263
68517,65718
68518,55312
68519,48872
68520,100874
68521,62855
68522,45065
68523,70233
68524,72916
68525,73136
68526,71119
68527,84716
68528,67373
68529,73870
68530,85415
68531,86562
68532,73356
68533,70223
68534,68563
68535,61675
68536,62895
68537,59604
68538,85394
68539,56673
68540,75251
68541,64507
68542,78290
68543,57025
68544,76304
68545,83072
68546,57461
68547,117737
68548,104726
68549,62015
68550,52322
68551,55252
68552,76741
68553,76462
68554,50417
68555,61767
68556,62146
68557,93479
68558,86100
68559,59854
68560,57133
68561,70176
68562,70034
68563,63074
68564,45176
68565,61238
68566,52333
68567,61676
68568,82547
68569,55498
68570,86097
68571,70341
68572,91690
68573,95557
68574,63239
68575,62388
68576,64017
68577,101031
68578,66667
68579,64713
68580,64178
68581,48944
68582,58367
68583,65897
68584,88870
68585,60518
68586,55680
68587,72768
68588,57784
68589,82973
68590,96428
68591,72723
68592,53502
68593,89326
68594,84579
68595,61170
68596,73730
68597,73875
68598,54037
68599,81145
68600,61413
68601,51026
68602,84819
68603,98907
68604,73267
68605,63955
68606,55975
68607,67058
68608,82285
68609,63317
68610,81442
68611,90325
68612,70048
68613,74540
68614,63957
68615,64731
68616,74203
68617,71962
68618,97500
68619,75061
68620,67046
68621,74936
68622,86700
68623,67722
68624,54237
68625,86086
68626,62317
68627,61707
68628,52044
68629,52092
68630,58913
68631,68191
68632,99301
68633,127214
68634,82490
68635,57620
68636,110200
68637,75239
68638,70218
68639,60313
68640,44066
68641,63804
68642,82498
68643,77248
68644,52426
68645,80887
68646,86043
68647,64106
68648,54004
68649,80938
68650,56210
68651,66381
68652,73340
68653,71727
68654,93594
68655,73684
68656,70492
68657,60210
68658,59272
68659,51852
68660,55896
68661,77273
68662,82339
68663,80526
68664,47839
68665,52163
68666,71955
68667,98268
68668,89213
68669,56142
68670,104036
68671,97042
68672,65697
68673,66474
68674,102987
68675,42400
68676,52598
68677,62917
68678,75985
68679,104293
68680,106304
68681,65497
68682,95265
68683,83178
68684,68907
68685,72760
68686,71668
68687,81352
68688,57727
68689,73325
68690,71948
68691,61496
68692,58058
68693,45489
68694,52185
68695,49897
68696,66076
68697,45249
68698,46075
68699,87238
68700,70213
68701,84406
68702,64246
68703,94848
68704,66873
68705,79316
68706,70979
68707,59442
68708,67318
68709,61879
68710,57190
68711,102116
68712,64105
68713,44254
68714,54047
68715,70312
68716,66018
68717,60265
68718,55400
68719,48686
68720,62877
68721,86642
68722,61520
68723,65311
68724,72062
68725,115911
68726,51776
68727,73566
68728,66799
68729,50675
68730,67570
68731,78437
68732,56990
68733,80592
